#,app_id,app_name,review_id,language_id,language_name,time_id,timestamp_created,timestamp_updated,recommended,votes_helpful,votes_funny,vote_score,comment_count,acquisition_id,steam_purchase,steam_gifted,written_during_beta,author_id,author_num_games_owned,author_num_reviews,author_playtime,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played
522,292030,The Witcher 3: Wild Hunt,85081984,2887,english,2391,1611226012,1611226012,True,0,0,0.0,0,5001,True,False,False,765612,10,1,25550,10608,25550,1611032004
526,292030,The Witcher 3: Wild Hunt,85081514,2887,english,8661,1611225268,1611225268,True,0,0,0.0,0,5001,True,False,False,765612,31,2,3939,317,3919,1611325200
531,292030,The Witcher 3: Wild Hunt,85080597,2887,english,1463,1611223874,1611223874,True,0,0,0.0,0,5001,True,False,False,765612,190,6,5761,4,5761,1610736629
540,292030,The Witcher 3: Wild Hunt,85079013,2887,english,5664,1611221380,1611221380,True,0,0,0.0,0,5001,True,False,False,765612,94,2,9984,25,9958,1611223005
543,292030,The Witcher 3: Wild Hunt,85078333,2887,english,6723,1611220353,1611220353,True,0,0,0.0,0,5001,True,False,False,765612,65,2,17865,101,17763,1611232411
546,292030,The Witcher 3: Wild Hunt,85078116,2887,english,7552,1611219944,1611219944,True,0,0,0.0,0,5001,True,False,False,765612,317,10,2721,1897,2301,1611387863
547,292030,The Witcher 3: Wild Hunt,85077663,2887,english,1366,1611219404,1611219404,True,0,0,0.0,0,5001,True,False,False,765612,16,1,2380,1294,1690,1611356782
550,292030,The Witcher 3: Wild Hunt,85076956,2887,english,1190,1611218184,1611218184,True,0,0,0.0,0,5001,True,False,False,765612,16,4,9709,3419,9709,1611217799
553,292030,The Witcher 3: Wild Hunt,85076565,2887,english,5043,1611217778,1611217778,True,0,0,0.0,0,5001,True,False,False,765612,970,7,19334,2430,18755,1611387342
555,292030,The Witcher 3: Wild Hunt,85075742,2887,english,5826,1611216695,1611216695,True,0,0,0.0,0,5001,True,False,False,765612,204,25,12015,2582,11992,1611219108
558,292030,The Witcher 3: Wild Hunt,85075158,2887,english,4935,1611215703,1611215703,True,0,0,0.0,0,5001,True,False,False,765612,137,1,2765,2657,2133,1611385735
562,292030,The Witcher 3: Wild Hunt,85074347,2887,english,6702,1611214313,1611214313,True,0,0,0.0,0,5001,True,False,False,765612,25,4,519,481,516,1611253122
566,292030,The Witcher 3: Wild Hunt,85073437,2887,english,3980,1611212637,1611212637,True,0,0,0.0,0,5001,True,False,False,765612,30,1,10565,0,10565,1609933408
567,292030,The Witcher 3: Wild Hunt,85073408,2887,english,3487,1611212586,1611212856,True,0,0,0.0,0,5001,True,False,False,765612,51,3,8691,0,8691,1594364688
572,292030,The Witcher 3: Wild Hunt,85071987,2887,english,4485,1611209728,1611209728,True,0,0,0.0,0,5001,True,False,False,765612,11,6,8040,4022,8040,1611182589
575,292030,The Witcher 3: Wild Hunt,85071342,2887,english,5302,1611208412,1611208412,True,0,0,0.0,0,5001,True,False,False,765612,102,10,7624,3226,6765,1611334807
578,292030,The Witcher 3: Wild Hunt,85070516,2887,english,4240,1611206763,1611206763,True,0,0,0.0,0,5001,True,False,False,765612,144,2,10251,602,10251,1611206742
581,292030,The Witcher 3: Wild Hunt,85069586,2887,english,1748,1611204806,1611204806,True,0,0,0.0,0,5001,True,False,False,765612,11,3,1474,989,1123,1611375721
584,292030,The Witcher 3: Wild Hunt,85068669,2887,english,3558,1611202941,1611202941,True,0,0,0.0,0,5001,True,False,False,765612,35,2,7133,1318,6995,1611210777
588,292030,The Witcher 3: Wild Hunt,85067713,2887,english,6927,1611201152,1611201152,True,0,0,0.0,0,5001,True,False,False,765612,46,31,1669,0,1669,1610163754
589,292030,The Witcher 3: Wild Hunt,85067711,2887,english,7120,1611201147,1611201147,True,0,0,0.0,0,5001,True,False,False,765612,9,2,1640,1640,1353,1611297923
592,292030,The Witcher 3: Wild Hunt,85067171,2887,english,7828,1611200194,1611200194,True,0,0,0.0,0,5001,True,False,False,765612,123,24,2607,282,2324,1611378192
593,292030,The Witcher 3: Wild Hunt,85067095,1920,spanish,7987,1611200056,1611200056,True,0,0,0.0,0,5001,True,False,False,765612,34,2,3452,2440,3160,1611358029
595,292030,The Witcher 3: Wild Hunt,85066583,2887,english,7454,1611199154,1611199693,True,0,0,0.0,0,5001,True,False,False,765612,125,7,11779,726,11779,1610551243
598,292030,The Witcher 3: Wild Hunt,85066126,2887,english,1759,1611198336,1611198336,True,0,0,0.0,0,5001,True,False,False,765612,42,4,24905,3340,24121,1611385178
599,292030,The Witcher 3: Wild Hunt,85065921,2887,english,6277,1611197921,1611197921,True,0,0,0.0,0,5001,True,False,False,765612,18,2,6439,0,6439,1604537863
601,292030,The Witcher 3: Wild Hunt,85065334,2887,english,6406,1611196828,1611196828,True,0,0,0.0,0,5001,True,False,False,765612,4,1,513,497,185,1611352651
603,292030,The Witcher 3: Wild Hunt,85064995,2887,english,4194,1611196212,1611196212,True,0,0,0.0,0,5001,True,False,False,765612,36,2,2970,2970,2604,1611341071
619,292030,The Witcher 3: Wild Hunt,85061197,2887,english,3716,1611189487,1611189487,True,0,0,0.0,0,5001,True,False,False,765612,71,34,563,40,537,1611381306
621,292030,The Witcher 3: Wild Hunt,85060908,2887,english,8002,1611188944,1611188944,True,0,0,0.0,0,5001,True,False,False,765612,72,50,1333,121,1306,1611248309
622,292030,The Witcher 3: Wild Hunt,85060722,2887,english,5304,1611188564,1611188564,True,0,0,0.0,0,5001,True,False,False,765612,97,1,8286,817,8063,1611358811
623,292030,The Witcher 3: Wild Hunt,85060160,2887,english,8817,1611187480,1611187480,True,0,0,0.0,0,5001,True,False,False,765612,121,1,13740,2708,13611,1611250733
626,292030,The Witcher 3: Wild Hunt,85058919,2887,english,8210,1611185152,1611185152,True,0,0,0.0,0,5001,True,False,False,765612,33,1,6883,6,6877,1611185665
628,292030,The Witcher 3: Wild Hunt,85058900,2887,english,6531,1611185118,1611185118,True,0,0,0.0,0,5001,True,False,False,765612,116,5,7815,0,7815,1607690198
634,292030,The Witcher 3: Wild Hunt,85058370,1920,spanish,7907,1611184225,1611184225,True,0,0,0.0,0,5001,True,False,False,765612,61,6,1776,601,1495,1611378200
636,292030,The Witcher 3: Wild Hunt,85057704,2887,english,8961,1611183139,1611183139,True,0,0,0.0,0,5001,True,False,False,765612,103,7,1386,146,1386,1611012829
639,292030,The Witcher 3: Wild Hunt,85057330,2887,english,1682,1611182441,1611182441,True,1,0,0.0,0,5001,True,False,False,765612,57,7,1685,1086,1180,1611382062
640,292030,The Witcher 3: Wild Hunt,85057146,2887,english,6393,1611182148,1611182148,True,0,0,0.0,0,5001,True,False,False,765612,79,6,7801,14,7801,1610682954
641,292030,The Witcher 3: Wild Hunt,85056942,2887,english,7645,1611181901,1611181901,True,0,0,0.0,0,5001,True,False,False,765612,92,11,11028,0,11028,1589957071
644,292030,The Witcher 3: Wild Hunt,85055880,2887,english,8646,1611180282,1611180282,True,1,0,0.0,0,5001,True,False,False,765612,71,8,7092,0,7092,1606326220
647,292030,The Witcher 3: Wild Hunt,85055562,2887,english,6140,1611179786,1611179786,True,0,0,0.0,0,5001,True,False,False,765612,94,2,5934,106,5934,1611160767
660,292030,The Witcher 3: Wild Hunt,85053132,2887,english,8324,1611176242,1611176242,True,0,0,0.0,0,5001,True,False,False,765612,23,17,1151,1151,183,1611344798
666,292030,The Witcher 3: Wild Hunt,85051806,2887,english,6131,1611174440,1611174440,True,0,0,0.0,0,5001,True,False,False,765612,11,5,11540,6268,10760,1611361453
675,292030,The Witcher 3: Wild Hunt,85050339,1920,spanish,1484,1611172464,1611172464,True,0,0,0.0,0,5001,True,False,False,765612,37,3,3200,1246,3069,1611196309
678,292030,The Witcher 3: Wild Hunt,85049807,8453,spanish,4895,1611171762,1611171762,True,0,0,0.0,0,5001,True,False,False,765612,41,1,3600,2213,3204,1611300493
684,292030,The Witcher 3: Wild Hunt,85049145,2887,english,7708,1611170818,1611170818,True,0,0,0.0,0,5001,True,False,False,765612,672,208,7072,0,7072,1529545459
687,292030,The Witcher 3: Wild Hunt,85048924,2887,english,5550,1611170486,1611170486,True,0,0,0.0,0,5001,True,False,False,765612,32,4,19840,621,19218,1611286686
690,292030,The Witcher 3: Wild Hunt,85048783,2887,english,2890,1611170329,1611170329,True,1,0,0.523809552,0,5001,True,False,False,765612,100,1,17521,6212,17521,1611169421
692,292030,The Witcher 3: Wild Hunt,85048082,2887,english,1100,1611169440,1611169440,True,0,0,0.0,0,5001,True,False,False,765612,6,1,3817,3817,3036,1611351978
693,292030,The Witcher 3: Wild Hunt,85047898,2887,english,2101,1611169193,1611169193,True,0,0,0.0,0,5001,True,False,False,765612,48,2,6086,218,5935,1611330557
694,292030,The Witcher 3: Wild Hunt,85047868,2887,english,8470,1611169149,1611169149,True,0,0,0.0,0,5001,True,False,False,765612,147,8,7930,1733,7673,1611311122
696,292030,The Witcher 3: Wild Hunt,85047191,2887,english,1258,1611168259,1611168259,True,0,0,0.0,0,5001,True,False,False,765612,11,1,1427,0,1427,1609822945
699,292030,The Witcher 3: Wild Hunt,85046644,2887,english,4952,1611167524,1611167524,True,0,0,0.0,0,5001,True,False,False,765612,43,1,45036,4548,43639,1611345654
705,292030,The Witcher 3: Wild Hunt,85045011,2887,english,4283,1611165493,1611165493,True,0,0,0.0,0,5001,True,False,False,765612,94,10,2588,1517,1694,1611387256
721,292030,The Witcher 3: Wild Hunt,85039997,2887,english,1862,1611158900,1611243355,True,1,0,0.523809552,0,5001,True,False,False,765612,16,1,6116,2776,5124,1611367770
737,292030,The Witcher 3: Wild Hunt,85037344,2887,english,2973,1611155491,1611155491,True,0,0,0.0,0,5001,True,False,False,765612,13,1,6959,5696,5030,1611383270
746,292030,The Witcher 3: Wild Hunt,85036422,2887,english,5806,1611154322,1611154322,True,1,0,0.0,0,5001,True,False,False,765612,5,2,1257,834,1209,1611243220
748,292030,The Witcher 3: Wild Hunt,85036283,2887,english,8066,1611154151,1611154151,True,1,0,0.0,0,5001,True,False,False,765612,71,7,9254,3715,8349,1611386122
749,292030,The Witcher 3: Wild Hunt,85036200,2887,english,6130,1611154060,1611154060,True,1,0,0.0,0,5001,True,False,False,765612,79,8,1232,0,1232,1608888183
753,292030,The Witcher 3: Wild Hunt,85035786,2887,english,1365,1611153522,1611153522,True,1,0,0.0,0,5001,True,False,False,765612,26,1,4702,1,4701,1611168697
764,292030,The Witcher 3: Wild Hunt,85034647,2887,english,4679,1611152087,1611152087,True,1,0,0.0,0,5001,True,False,False,765612,40,4,4932,4791,4118,1611334271
779,292030,The Witcher 3: Wild Hunt,85032419,2887,english,8343,1611149181,1611149181,True,2,0,0.0,0,5001,True,False,False,765612,9,2,11227,575,11227,1610549119
782,292030,The Witcher 3: Wild Hunt,85032139,1920,spanish,2398,1611148803,1611148803,True,0,0,0.0,0,5001,True,False,False,765612,155,4,976,0,976,1580162520
791,292030,The Witcher 3: Wild Hunt,85030664,2887,english,5747,1611146738,1611146738,True,0,0,0.0,0,5001,True,False,False,765612,4,1,11716,6681,10429,1611354795
795,292030,The Witcher 3: Wild Hunt,85030194,2887,english,1518,1611146052,1611146052,True,0,0,0.0,0,5001,True,False,False,765612,87,71,14614,1967,14212,1611349984
801,292030,The Witcher 3: Wild Hunt,85028977,1920,spanish,5725,1611144243,1611144243,True,0,0,0.0,0,5001,True,False,False,765612,65,5,7227,0,7227,1564266270
805,292030,The Witcher 3: Wild Hunt,85028794,2887,english,4972,1611143990,1611143990,True,0,0,0.0,0,5001,True,False,False,765612,41,6,7412,2463,7412,1610957036
806,292030,The Witcher 3: Wild Hunt,85028428,2887,english,3925,1611143414,1611143414,True,2,0,0.545454562,3,5001,True,False,False,765612,11,5,2923,0,2923,1609678469
811,292030,The Witcher 3: Wild Hunt,85027632,2887,english,7882,1611142196,1611142196,True,0,0,0.0,0,5001,True,False,False,765612,7,3,861,860,242,1611387947
813,292030,The Witcher 3: Wild Hunt,85027096,2887,english,7374,1611141380,1611141380,True,0,0,0.0,0,5001,True,False,False,765612,17,8,601,450,496,1611147676
817,292030,The Witcher 3: Wild Hunt,85026277,2887,english,3754,1611140126,1611140126,True,1,0,0.521739125,0,5001,True,False,False,765612,63,42,2359,0,2359,1607887326
825,292030,The Witcher 3: Wild Hunt,85024912,2887,english,1625,1611137911,1611137911,True,0,0,0.0,0,5001,True,False,False,765612,66,5,8409,6348,6762,1611356247
828,292030,The Witcher 3: Wild Hunt,85024254,2887,english,7947,1611136810,1611136810,True,0,0,0.0,0,5001,True,False,False,765612,105,1,3367,2533,3052,1611387537
841,292030,The Witcher 3: Wild Hunt,85021815,2887,english,1862,1611133086,1611133086,True,0,0,0.0,0,5001,True,False,False,765612,20,4,24372,3966,23874,1611335403
843,292030,The Witcher 3: Wild Hunt,85021687,2887,english,6573,1611132863,1611132863,True,1,0,0.0,0,5001,True,False,False,765612,21,1,13267,2542,12171,1611387837
844,292030,The Witcher 3: Wild Hunt,85021582,2887,english,3961,1611132681,1611132681,True,0,0,0.0,0,5001,True,False,False,765612,109,3,13330,6160,11661,1611386876
850,292030,The Witcher 3: Wild Hunt,85020751,2887,english,6193,1611131224,1611131224,True,0,0,0.0,0,5001,True,False,False,765612,92,10,2658,626,2454,1611302256
857,292030,The Witcher 3: Wild Hunt,85020274,2887,english,1849,1611130363,1611130363,True,0,0,0.0,0,5001,True,False,False,765612,39,2,1957,1957,1553,1611371099
860,292030,The Witcher 3: Wild Hunt,85019339,2887,english,7061,1611128554,1611128554,True,0,0,0.0,0,5001,True,False,False,765612,74,6,13779,0,13779,1597483074
866,292030,The Witcher 3: Wild Hunt,85017363,8453,spanish,2369,1611125172,1611125208,True,0,0,0.0,0,5001,True,False,False,765612,211,30,4899,3605,4899,1611030562
867,292030,The Witcher 3: Wild Hunt,85016959,2887,english,5129,1611124322,1611124322,True,1,1,0.51263541,0,5001,True,False,False,765612,6,4,3531,1628,3531,1611118453
869,292030,The Witcher 3: Wild Hunt,85016723,2887,english,8789,1611123864,1611123864,True,0,0,0.0,0,5001,True,False,False,765612,6,1,4047,3415,3299,1611286814
870,292030,The Witcher 3: Wild Hunt,85016308,2887,english,3082,1611123028,1611123028,True,0,0,0.0,0,5001,True,False,False,765612,417,16,6188,64,6188,1610335856
872,292030,The Witcher 3: Wild Hunt,85015766,2887,english,1236,1611121883,1611121883,True,0,0,0.0,0,5001,True,False,False,765612,23,3,2993,1147,2993,1611121373
873,292030,The Witcher 3: Wild Hunt,85015657,2887,english,7018,1611121687,1611121687,True,10,0,0.602837861,0,5001,True,False,False,765612,41,7,10413,5664,9659,1611346209
877,292030,The Witcher 3: Wild Hunt,85015206,2887,english,3681,1611120803,1611120803,True,0,0,0.0,0,5001,True,False,False,765612,25,4,9530,8265,7975,1611379310
880,292030,The Witcher 3: Wild Hunt,85014993,2887,english,7436,1611120398,1611120398,True,0,0,0.0,0,5001,True,False,False,765612,147,7,2957,276,2957,1611120233
881,292030,The Witcher 3: Wild Hunt,85014896,2887,english,7854,1611120194,1611120194,True,0,0,0.0,0,5001,True,False,False,765612,115,10,1240,1240,817,1611350557
886,292030,The Witcher 3: Wild Hunt,85014082,2887,english,1758,1611118608,1611118608,True,0,0,0.0,0,5001,True,False,False,765612,13,4,4293,3057,3825,1611328401
894,292030,The Witcher 3: Wild Hunt,85012384,2887,english,7154,1611115396,1611115396,True,0,0,0.0,0,5001,True,False,False,765612,69,2,3408,1070,3237,1611287937
896,292030,The Witcher 3: Wild Hunt,85011721,2887,english,7628,1611114145,1611114145,True,0,0,0.0,0,5001,True,False,False,765612,102,9,675,0,675,1608979755
898,292030,The Witcher 3: Wild Hunt,85011536,2887,english,6009,1611113788,1611113788,True,0,0,0.0,0,5001,True,False,False,765612,132,23,2400,278,2333,1611180864
902,292030,The Witcher 3: Wild Hunt,85010402,2887,english,2841,1611111873,1611111873,True,0,0,0.0,0,5001,True,False,False,765612,56,3,5975,0,5975,1597301892
906,292030,The Witcher 3: Wild Hunt,85010081,2887,english,1464,1611111331,1611111331,True,0,0,0.0,0,5001,True,False,False,765612,449,16,10393,2393,10393,1611110872
915,292030,The Witcher 3: Wild Hunt,85007091,2887,english,4761,1611105953,1611105953,True,2,0,0.545454562,0,5001,True,False,False,765612,136,31,19054,0,19054,1516417549
917,292030,The Witcher 3: Wild Hunt,85006961,2887,english,3295,1611105722,1611105722,True,0,0,0.0,0,5001,True,False,False,765612,60,1,2979,482,2904,1611110689
918,292030,The Witcher 3: Wild Hunt,85006931,2887,english,7867,1611105668,1611105668,True,0,0,0.0,0,5001,True,False,False,765612,10,2,4351,4224,4351,1611105597
919,292030,The Witcher 3: Wild Hunt,85006499,2887,english,2883,1611104879,1611104879,True,0,0,0.0,0,5001,True,False,False,765612,57,9,898,898,291,1611372665
937,292030,The Witcher 3: Wild Hunt,85002687,2887,english,5706,1611098636,1611098636,True,0,0,0.0,0,5001,True,False,False,765612,25,2,7200,5433,6104,1611370046
938,292030,The Witcher 3: Wild Hunt,85001871,2887,english,3601,1611097230,1611097230,True,0,0,0.0,0,5001,True,False,False,765612,40,1,2615,2615,2418,1611276226
939,292030,The Witcher 3: Wild Hunt,85001829,2887,english,6818,1611097169,1611097169,True,0,0,0.0,0,5001,True,False,False,765612,69,1,3538,3021,3310,1611271426
940,292030,The Witcher 3: Wild Hunt,85001551,2887,english,8512,1611096661,1611096661,True,0,0,0.0,0,5001,True,False,False,765612,272,12,13387,276,13348,1611100762
942,292030,The Witcher 3: Wild Hunt,85001060,2887,english,2186,1611095897,1611095897,True,0,0,0.0,0,5001,True,False,False,765612,42,2,11737,0,11737,1602014972
943,292030,The Witcher 3: Wild Hunt,85000787,2887,english,3758,1611095446,1611095446,True,0,0,0.0,0,5001,True,False,False,765612,17,2,6680,6675,5582,1611388127
953,292030,The Witcher 3: Wild Hunt,84998762,2887,english,3329,1611092238,1611092238,True,0,0,0.0,0,5001,True,False,False,765612,43,7,22578,0,22578,1574629614
956,292030,The Witcher 3: Wild Hunt,84997704,2887,english,2013,1611090728,1611090728,True,0,0,0.0,0,5001,True,False,False,765612,10,1,2125,1276,1498,1611355678
964,292030,The Witcher 3: Wild Hunt,84995803,2887,english,6938,1611088175,1611088175,True,0,0,0.0,0,5001,True,False,False,765612,41,1,14573,391,14573,1610914595
974,292030,The Witcher 3: Wild Hunt,84992877,2887,english,1749,1611084196,1611084196,True,0,0,0.0,0,5001,True,False,False,765612,22,2,1569,1569,493,1611386638
984,292030,The Witcher 3: Wild Hunt,84991188,2887,english,3887,1611082011,1611082011,True,0,0,0.0,0,5001,True,False,False,765612,137,5,5479,4064,4461,1611237715
987,292030,The Witcher 3: Wild Hunt,84990603,2887,english,6970,1611081246,1611081246,True,1,0,0.0,0,5001,True,False,False,765612,32,14,7124,2653,6478,1611350261
988,292030,The Witcher 3: Wild Hunt,84990256,2887,english,5255,1611080847,1611080847,True,0,0,0.0,0,5001,True,False,False,765612,82,4,4691,2827,3675,1611366827
991,292030,The Witcher 3: Wild Hunt,84989092,2887,english,2494,1611079414,1611079414,True,0,0,0.0,0,5001,True,False,False,765612,101,21,6917,140,6853,1611362178
993,292030,The Witcher 3: Wild Hunt,84988034,2887,english,4660,1611078027,1611078027,True,0,1,0.0,0,5001,True,False,False,765612,194,3,3003,1527,2784,1611379138
994,292030,The Witcher 3: Wild Hunt,84987863,2887,english,3336,1611077829,1611077829,True,0,0,0.0,0,5001,True,False,False,765612,201,6,17044,2369,17044,1611075523
995,292030,The Witcher 3: Wild Hunt,84987795,2887,english,5660,1611077740,1611077740,True,0,0,0.0,0,5001,True,False,False,765612,47,8,3799,3369,2802,1611348109
996,292030,The Witcher 3: Wild Hunt,84987754,2887,english,1230,1611077693,1611077693,True,0,0,0.0,0,5001,True,False,False,765612,8,3,9118,4853,8087,1611349946
